trans_unix,merchant,category,amt,gender,city,state,city_pop,job,dob_unix,is_fraud,logamt
3.26,361,7,59.39,2,863,10,459921,8,21600000,0,4.084125862
11.67,41,7,43.5,1,203,17,5760,75,307584000,0,3.772760938
12.17,294,9,3.8,2,568,31,4603,469,-507081600,0,1.335001067
7.75,202,8,78.91,1,149,39,606,153,906422400,0,4.368307963
6.89,443,5,212.03,1,834,3,7155,163,259459200,0,5.356727774
2.19,196,5,58.93,2,644,21,33917,102,266457600,0,4.076350299
3.22,433,10,5.49,1,49,35,1684,257,794016000,0,1.702928256
10.57,86,8,36.16,1,91,47,5895,412,205977600,0,3.587953536
1.28,5,6,61.58,2,279,44,26120,168,-472953600,0,4.120337142
4.05,410,13,4.25,2,303,46,776,369,-603504000,0,1.446918983
10.64,113,8,99.04,1,291,23,6951,264,519436800,0,4.595523809
8.1,667,1,9.11,2,752,3,2501,195,550368000,0,2.209372711
9.78,132,13,491.58,2,394,5,633,221,-1303776000,0,6.197624693
9.92,48,3,41.8,1,14,44,106,142,459388800,0,3.73289634
6.46,30,5,74.08,1,252,17,242,473,585100800,0,4.30514559
6.88,566,11,6.15,1,787,30,1789,246,413769600,0,1.816452082
3.76,375,1,44.61,2,550,23,128715,227,832896000,0,3.797958049
11.6,410,13,97.2,2,313,19,55581,49,116640000,0,4.576770711
7.62,539,1,93.09,1,55,3,4074,409,219801600,0,4.533566767
1.28,686,2,19.86,1,705,37,551,24,54777600,0,2.988707659
9.98,581,10,36.01,1,17,45,302,405,664070400,0,3.583796678
2.77,20,13,5.26,1,607,16,1228,114,700358400,0,1.660131027
2.18,166,2,51.51,2,629,36,6284,417,-1034035200,0,3.941775964
11.5,147,5,92.89,2,636,28,14783,232,-415065600,0,4.531415997
1.23,407,6,74.06,2,747,39,198,418,309744000,0,4.304875575
5.2,54,11,74.92,1,297,44,5875,388,743472000,0,4.316420878
7.98,602,13,6.57,1,309,16,78968,195,-28166400,0,1.882513832
4.76,374,8,90,2,263,28,238602,414,768873600,0,4.49980967
4.51,605,12,5.32,1,87,36,338,382,617587200,0,1.671473303
1.33,483,13,1.41,1,536,50,16183,340,271728000,0,0.343589704
4.18,693,11,38.83,1,547,23,2523,215,606441600,0,3.659193144
10.28,242,4,95.41,1,716,19,10076,443,282614400,0,4.558183395
1.14,252,7,89.74,1,182,28,12335,80,590544000,0,4.496916601
8.2,101,3,71.43,1,75,13,888,61,606787200,0,4.268717949
7.19,517,14,429.71,2,126,30,566,297,191462400,0,6.063110563
5.24,641,14,8.06,2,526,33,7268,466,618192000,0,2.086913557
3.83,58,10,6.33,2,345,33,899,309,-42336000,0,1.845300236
2.94,82,6,18.35,1,268,26,19685,197,504230400,0,2.909629575
10.54,482,7,28.12,1,191,11,5726,200,-674870400,0,3.336481067
4.95,580,6,74.09,2,717,35,1453,476,161654400,0,4.30528057
12.85,373,12,5.44,1,693,23,15623,494,783734400,0,1.693779061
8.07,35,2,63.53,2,891,36,341,5,314323200,0,4.151512235
8.85,618,14,1.22,2,493,39,4653,314,899251200,0,0.198850859
5.57,350,13,193.11,1,416,43,391389,125,798508800,0,5.263259975
4.33,33,13,184.09,1,607,16,1228,114,700358400,0,5.215424768
5.08,7,7,25.97,2,826,11,74,332,-777427200,0,3.256942026
2.42,621,6,148.02,1,647,2,1412,137,59443200,0,4.9973474
12.5,67,8,45.28,2,596,5,381459,44,157939200,0,3.812865434
9.84,127,8,353.1,1,181,18,581,371,-60220800,0,5.866751303
7.82,672,8,46.33,2,730,49,795,461,545443200,0,3.835789699
8.47,270,9,4.34,1,499,6,61,379,-920246400,0,1.467874348
7.83,347,12,90.05,2,857,11,782,43,411523200,0,4.500365072
9.65,460,5,122.4,2,757,26,1196,271,-333244800,0,4.80729437
6.49,194,12,4.95,1,572,15,3458,56,534384000,0,1.599387577
3.52,205,6,78.9,1,720,25,927396,315,-277948800,0,4.368181228
4.8,645,1,42.92,2,73,35,397,369,-1177286400,0,3.759337918
4.75,547,8,60.01,1,611,48,149,429,298771200,0,4.094511215
4.14,37,9,86.1,2,359,24,272,203,1025827200,0,4.455509411
11.89,642,10,9.01,1,282,38,260,167,-389232000,0,2.198335072
9.46,453,10,3.7,2,197,46,3085,261,687484800,0,1.30833282
8.14,673,7,39.99,2,411,6,207,310,-412732800,0,3.688629423
2.46,525,9,119.09,2,513,24,1087,306,-172627200,0,4.77987951
12.63,669,2,4.2,2,352,36,128,82,-717897600,0,1.435084525
5.77,57,13,8.85,2,768,46,104396,362,-571708800,0,2.180417459
10.85,245,10,24.36,2,73,35,397,369,-1177286400,0,3.192942443
11.3,57,13,3.24,2,740,49,153,382,-217123200,0,1.17557333
9.37,606,3,54.99,1,251,3,969,338,-473040000,0,4.007151351
2.24,193,8,20.38,1,172,48,85,391,494380800,0,3.014554028
9.9,4,1,181.14,2,820,17,269,359,-193795200,0,5.199270213
11.2,178,9,178.92,1,676,24,136,66,982540800,0,5.186938779
8.89,621,6,77.2,2,102,22,824,277,184118400,0,4.346399457
10.16,215,7,13.72,1,584,49,2328,29,-851644800,0,2.618854622
5.7,421,7,48.51,1,420,37,1078,365,-520387200,0,3.881769962
7.82,112,7,69.18,2,556,15,1504,283,781315200,0,4.236711804
4.16,434,14,4.42,2,290,5,172817,13,428371200,0,1.486139696
6.31,98,7,70.92,2,128,50,365,430,37756800,0,4.261552481
10.23,472,7,1.51,1,815,39,328,482,459475200,0,0.412109651
10.27,396,5,107.78,1,774,22,1131,281,-304473600,0,4.680092113
5.7,334,7,82.82,1,191,11,5726,200,-674870400,0,4.416669578
9.33,289,1,11.04,2,279,44,26120,168,-472953600,0,2.401525041
4.31,453,10,7.07,2,73,35,397,369,-1177286400,0,1.95586048
1.03,112,7,99.63,2,782,44,53,199,740448000,0,4.601463324
4.3,608,3,56.58,1,534,25,1631,32,-503280000,0,4.035655566
5.51,691,6,10.75,2,175,21,626,152,-254102400,0,2.374905755
11.13,202,8,27.39,2,480,39,4172,111,-214185600,0,3.310177983
4.56,179,1,65.25,2,724,44,1595797,260,845424000,0,4.178226046
11.88,391,3,51.7,1,16,35,2148,440,-492652800,0,3.945457782
12.28,91,7,10.44,1,521,35,3487,384,-283046400,0,2.345644582
1.08,646,5,213.49,1,739,10,50835,179,538963200,0,5.363589993
6.16,55,3,84.14,1,108,41,1725,425,186969600,0,4.432482078
6.05,334,7,70.34,1,272,51,1645,245,540518400,0,4.253340627
10.47,19,2,68.34,2,403,38,60,302,-844128000,0,4.224495247
2.65,269,5,65.73,1,681,25,241,253,183600000,0,4.185555442
5.42,566,11,19.55,1,14,44,106,142,459388800,0,2.972975286
1.07,476,9,1.17,1,546,15,1810,384,188611200,0,0.157003749
8.91,310,5,93.17,1,269,46,1051,79,248918400,0,4.534425781
7.44,489,3,33.97,1,232,7,647,103,591148800,0,3.525477782
11.26,457,7,109.02,1,783,5,54287,123,117504000,0,4.691531352
9.59,492,7,57.86,2,9,44,13602,323,489369600,0,4.0580263
1.9,296,12,109.31,2,717,35,1453,476,161654400,0,4.694187882
12.27,303,12,2.23,1,570,22,1643,196,229651200,0,0.802001585
2.39,123,6,8.65,1,277,2,67082,339,-186019200,0,2.157559321
6.16,129,13,7.69,2,454,24,5211,80,570240000,0,2.039920784
6.74,623,3,61.01,1,238,41,2408,405,899596800,0,4.111037785
2.63,5,6,2.88,2,175,21,626,152,-254102400,0,1.057790294
10.96,81,1,3.74,1,433,39,213,429,98496000,0,1.319085611
8.57,135,1,8.94,2,22,36,2208,295,-230688000,0,2.190535589
1.67,142,13,252.11,1,500,44,2526,341,58752000,0,5.5298655
4.44,469,5,63.91,2,761,23,75830,156,188956800,0,4.157475844
10.35,560,3,41.05,1,272,51,1645,245,540518400,0,3.714790836
4.04,417,9,3.03,1,444,6,320420,490,207532800,0,1.10856262
7.48,554,8,152.58,1,270,19,1178,100,-553996800,0,5.027689049
2.58,64,10,4.51,1,827,16,4049,131,-290476800,0,1.506297154
10.24,630,10,5.31,2,719,10,3776,431,242870400,0,1.669591835
5.92,369,2,184.26,2,524,26,2870,72,952128000,0,5.216347804
10.63,267,1,2.27,2,250,39,4533,376,26265600,0,0.819779831
8.3,499,3,67.05,2,575,3,1383,278,-75772800,0,4.20543861
2.07,577,13,8.95,1,680,33,606,440,621043200,0,2.191653532
1.48,400,3,82.02,2,653,5,198,37,-307929600,0,4.40696312
8.91,565,5,65.91,2,484,32,30770,137,767577600,0,4.188290175
5.14,311,13,7.53,1,94,35,520,374,718848000,0,2.018895042
3.77,353,5,138.69,2,195,49,1628,86,-39657600,0,4.932241227
3.89,553,7,111.43,2,836,23,134056,136,358992000,0,4.713396591
6.35,460,5,100.27,2,42,11,741,87,546566400,0,4.607866548
3.07,534,4,21.25,1,680,33,606,440,621043200,0,3.056356895
10.72,33,13,2.26,1,79,44,1563,195,289353600,0,0.815364813
2.08,480,13,5.74,1,289,39,7565,247,-530755200,0,1.74745921
8.56,11,2,60.43,2,370,1,277,160,-99532800,0,4.10148567
3.87,656,11,35.12,1,228,39,427,299,-565056000,0,3.558770769
7.83,178,9,52.75,2,359,24,272,203,1025827200,0,3.965563772
2.27,661,13,127.78,2,619,29,229,7,448502400,0,4.850310035
5.85,498,3,96.43,2,553,10,276002,365,315619200,0,4.568817357
8.55,110,14,1.86,2,31,25,35439,261,512611200,0,0.620576488
11.72,153,1,111.51,1,795,50,836,201,399427200,0,4.714114273
9.4,477,11,6.67,1,867,35,3255,196,300240000,0,1.89761986
3.31,202,8,57.26,1,294,2,15647,413,-347673600,0,4.0476023
8.17,177,10,142.39,2,842,10,14742,454,762220800,0,4.958569772
9.31,549,3,74.97,1,563,35,1577385,223,399427200,0,4.317088034
5.4,237,1,265.37,2,769,35,38912,363,-225676800,0,5.581125079
3.64,578,11,30.25,1,55,3,4074,409,219801600,0,3.409496184
12.48,677,10,8.92,1,11,32,1533,9,-1064016000,0,2.188295947
3.15,598,9,51.72,2,84,32,15269,373,773366400,0,3.945844554
7.98,555,10,9.73,2,889,2,3395,141,317260800,0,2.275213896
1.19,502,14,1.75,1,563,35,1577385,43,-347414400,0,0.559615788
11.08,406,9,1.12,1,490,17,320,194,-242870400,0,0.113328685
11.76,179,1,7.6,1,259,46,116155,69,458179200,0,2.028148247
6.15,388,13,1.74,1,726,5,973849,216,885081600,0,0.553885113
7.85,523,3,65.88,1,181,18,581,371,-60220800,0,4.187834905
5.16,503,14,7.04,1,277,2,67082,339,-186019200,0,1.95160817
9.4,198,8,19.73,1,185,18,502,76,-281404800,0,2.98214032
2.75,549,3,59.93,1,772,18,344,72,-55555200,0,4.093177214
2.95,660,8,84.99,2,668,6,151815,206,599788800,0,4.442533603
2.41,268,13,5.47,1,547,23,2523,215,606441600,0,1.699278616
4.38,344,11,4.31,1,259,46,116155,69,458179200,0,1.460937904
10.16,68,7,9.73,1,156,41,167,303,625881600,0,2.275213896
10.8,290,1,10.1,1,586,39,139,329,-460944000,0,2.312535424
5.34,261,6,68.66,1,786,11,1324,175,-1340409600,0,4.229166788
12.24,317,2,70.47,2,577,41,46944,417,-844214400,0,4.255187087
11.61,106,12,4.93,1,281,15,1943,397,88214400,0,1.595338988
3.03,580,6,6.76,1,125,5,1139,470,-566870400,0,1.91102289
2.99,490,11,54.46,1,350,17,2691,30,776995200,0,3.997466487
1.53,535,5,84.8,2,102,22,824,277,184118400,0,4.440295543
7.71,237,1,34.88,2,669,44,258,492,-790473600,0,3.551913599
9.02,223,10,9.32,2,564,35,4354,206,792892800,0,2.232162629
11.77,690,11,49.51,1,106,35,1271,355,-327715200,0,3.902174669
1.76,78,3,66.59,2,759,47,828,408,-357868800,0,4.198554416
11.49,230,3,66.57,1,735,21,313,249,228182400,0,4.198254026
10.96,204,13,248.93,1,608,13,53,432,118627200,0,5.517171732
5.86,528,6,52.49,1,676,24,136,66,982540800,0,3.960622675
7.32,558,12,2.83,2,503,20,47249,285,375235200,0,1.040276712
5.55,633,4,5.44,2,794,3,111,63,992390400,0,1.693779061
11.09,141,9,2,1,462,10,26551,328,252720000,0,0.693147181
8.12,530,8,52.84,1,241,41,1352,169,750038400,0,3.96726848
4.71,333,3,75.41,2,266,5,832,240,579916800,0,4.322939892
9.33,30,5,76.7,2,257,32,13835,367,-50457600,0,4.339901708
5.64,311,13,3.45,1,244,2,1186,347,563673600,0,1.238374231
12.18,5,6,10.41,2,599,49,5548,299,211161600,0,2.342766883
11.55,504,12,10.23,1,177,35,722,103,687830400,0,2.32532458
1.06,294,9,4.58,1,33,3,2856,238,-1336435200,0,1.521698998
7.67,41,7,179.68,1,315,28,5621,476,153619200,0,5.191177491
8.26,537,8,170.48,1,742,20,2121,386,150940800,0,5.138617988
3.42,11,2,139.79,1,449,15,324,416,235180800,0,4.940141296
8.32,350,13,4.09,1,243,23,372,189,837043200,0,1.40854497
3.54,32,12,15.47,1,194,44,1263321,122,198374400,0,2.738902665
7.74,69,13,4.57,1,315,28,5621,476,153619200,0,1.519513205
5.17,693,11,27.77,1,531,13,533,81,663724800,0,3.323956301
8.11,487,12,2.59,2,881,50,5512,188,354240000,0,0.951657876
8.08,533,13,5.69,1,353,30,331,457,-579744000,0,1.738710248
8.72,86,8,66.2,2,538,2,1312,271,-439171200,0,4.192680463
1.16,116,1,77.41,2,494,25,964,474,188524800,0,4.349115971
7.95,680,7,3.76,2,261,23,1126,205,-425779200,0,1.324418957
3.67,240,5,92.26,2,248,13,1195,478,163900800,0,4.524610678
1.39,587,1,54.74,1,350,17,2691,30,776995200,0,4.002594704
6.45,174,4,82.63,1,358,44,2906700,111,503539200,0,4.414372811
3.88,243,3,78.56,2,714,44,20328,423,519609600,0,4.363862664
7.41,215,7,132.08,1,256,2,27829,348,-456019200,0,4.8834078
6.6,226,10,2.16,1,89,41,1523,396,486604800,0,0.770108222
6.74,252,7,110.37,1,471,23,6469,477,324259200,0,4.703838358
6.73,230,3,66.55,2,235,49,9679,172,702864000,0,4.197953545
12.84,280,7,50.19,1,211,13,222785,493,-408326400,0,3.915815804
12.71,530,8,145.71,1,357,41,13717,83,-603590400,0,4.981618345
6.6,645,1,1.62,1,643,4,1312922,113,975456000,0,0.482426149
4.8,1,1,83.01,2,217,46,99,117,543888000,0,4.418961082
1.25,389,2,2.83,1,13,11,165556,352,914716800,0,1.040276712
1.24,87,5,215.71,1,408,43,87124,487,571795200,0,5.373934913
11.36,230,3,56.69,2,538,2,1312,271,-439171200,0,4.037597828
8.47,209,3,57.17,2,868,18,564,332,860630400,0,4.046029285
1.51,346,5,89.03,2,613,24,1680,230,250560000,0,4.488973392
2.41,591,3,80.42,1,243,23,372,189,837043200,0,4.387262901
3.42,416,7,125.49,1,405,44,24536,301,466473600,0,4.832226074
5.22,526,11,75.53,2,554,44,686,334,365299200,0,4.324529928
8.42,121,4,44.32,2,556,15,1504,283,781315200,0,3.791436042
11.84,114,6,91.08,2,160,39,5507,401,144201600,0,4.511738241
6.03,592,11,65.85,1,120,30,493,441,-893116800,0,4.187379428
3.06,332,2,33.44,2,836,23,134056,355,-386035200,0,3.509752788
7.83,40,8,83.15,1,704,50,4575,435,719625600,0,4.420646206
3.6,80,9,2.61,1,711,44,932,338,-443750400,0,0.959350221
8.63,372,11,43.5,1,3,49,3508,431,-706665600,0,3.772760938
3.94,666,11,168.4,1,113,48,14871,377,163641600,0,5.126342102
6.46,226,10,29.17,2,554,44,686,334,365299200,0,3.373140784
11.09,651,4,64.39,2,875,17,409656,224,536025600,0,4.164958342
9.69,537,8,65.09,2,518,32,3279,220,307929600,0,4.175770928
2.5,501,11,94.06,1,350,17,2691,30,776995200,0,4.543932877
11.93,521,8,28.98,1,111,48,3684,307,407376000,0,3.366605937
8.72,550,3,76.1,2,247,23,2223,76,537926400,0,4.332048265
12.36,208,6,260.78,1,268,26,19685,197,504230400,0,5.56367714
2.75,25,3,34.12,2,604,13,568,94,17625600,0,3.529883723
3.46,165,7,65.92,1,607,16,1228,114,700358400,0,4.188441886
2.64,400,3,69.27,1,446,33,247,33,-226886400,0,4.238011912
8.9,662,9,1.59,1,103,35,2504700,292,967680000,0,0.463734016
7.2,9,12,1.38,1,534,25,1631,32,-503280000,0,0.322083499
9.49,417,9,126.54,2,878,15,27020,477,553996800,0,4.840558464
10.57,271,9,3.45,2,692,51,19408,267,779241600,0,1.238374231
5.33,457,7,9.08,2,653,5,198,37,-307929600,0,2.206074193
4.58,74,5,66.48,1,801,43,5577,212,-126403200,0,4.196901151
10.25,58,10,40.58,2,554,44,686,334,365299200,0,3.703275334
5.08,31,11,24.21,1,838,8,601723,352,542678400,0,3.186765771
2.82,560,3,63.92,2,802,10,54767,421,585705600,0,4.157632301
12.43,276,6,62.08,2,213,23,673342,222,462844800,0,4.128423876
9.22,256,12,49.42,1,862,19,54185,387,753753600,0,3.900355201
6.3,403,7,29.79,2,683,34,276896,241,889660800,0,3.394172767
2.79,193,8,53.26,2,733,15,92294,87,10368000,0,3.97518558
4.91,182,3,42.06,2,450,13,695,7,-456537600,0,3.73909717
3.75,354,14,6.1,1,801,43,5577,212,-126403200,0,1.808288771
7.55,607,8,101.2,1,675,36,51,288,-265334400,0,4.617098757
11.45,311,13,10.39,1,879,28,186140,178,445046400,0,2.340843805
1.18,157,14,7.94,2,23,28,5354,399,-117417600,0,2.071913275
12.9,488,12,2.58,1,611,48,149,429,298771200,0,0.947789399
5.98,640,13,8.04,1,374,16,910148,198,218073600,0,2.084429083
4.42,597,7,88.62,2,240,19,1261,53,110332800,0,4.484357566
7.4,483,13,3.22,1,203,17,5760,75,307584000,0,1.16938136
7.58,223,10,14.56,1,786,11,1324,175,-1340409600,0,2.678278043
5.7,679,5,155.05,2,34,20,1506,360,-276048000,0,5.043747646
6.54,463,13,118.37,2,334,18,1480,126,179884800,0,4.773815312
11.29,312,2,8.83,2,529,39,3688,15,138844800,0,2.178155015
8.44,111,10,10.4,1,113,48,14871,377,163641600,0,2.341805806
2.79,267,1,18.39,2,881,50,5512,188,354240000,0,2.911807039
12.88,241,6,2.49,2,262,35,10717,116,-511833600,0,0.91228271
3.06,61,8,62.29,1,199,11,5989,446,-52444800,0,4.131800899
4.02,286,3,56.43,2,633,26,1414,470,-343094400,0,4.033000932
10.48,505,12,5.28,1,508,39,1334,31,566697600,0,1.663926098
11.73,183,11,15.69,1,358,44,2906700,111,503539200,0,2.753023567
6.34,469,5,230.39,1,739,10,50835,179,538963200,0,5.439773525
8.14,663,1,77.13,2,295,43,1804,92,182563200,0,4.34549231
2.27,45,8,64.8,2,480,39,4172,111,-214185600,0,4.171305603
2.53,314,12,1.54,1,689,26,24645,411,-81907200,0,0.431782416
6.28,241,6,2.18,2,703,23,31515,346,89683200,0,0.779324877
7.07,29,1,37.66,2,299,2,5901,115,112406400,0,3.628598523
2.85,415,5,31.03,2,518,32,3279,220,307929600,0,3.434954478
4.37,671,13,125.59,2,266,5,832,240,579916800,0,4.833022633
10.82,14,12,3.97,2,317,10,33804,187,694224000,0,1.378766095
6.18,21,5,174.73,2,23,16,2304,398,-424137600,0,5.163241925
1.44,400,3,60.5,1,349,47,4542,87,921801600,0,4.102643365
4.05,668,8,43.83,2,413,25,1201,155,353721600,0,3.780318514
5.06,8,12,7.87,1,681,25,241,253,183600000,0,2.063058062
10.78,323,1,85.13,2,283,17,365,183,697075200,0,4.4441795
5.33,608,3,135.43,1,562,44,4993,410,-633916800,0,4.908454902
6.7,114,6,74.49,2,762,19,1758,372,-359769600,0,4.310664888
10.78,398,8,3.98,2,618,2,653,327,-80092800,0,1.381281819
5.08,48,3,81.94,1,203,17,5760,75,307584000,0,4.405987272
7.3,3,2,4.88,1,94,35,520,374,718848000,0,1.58514522
8.59,489,3,58.65,1,108,41,1725,425,186969600,0,4.071587575
3.3,497,8,93.83,2,558,49,4306,39,656294400,0,4.541484634
5.47,489,3,58.63,1,50,20,1850,113,-158112000,0,4.071246511
6.02,466,11,2.06,1,575,3,1383,283,968544000,0,0.722705983
2.6,691,6,47.32,2,697,35,2258,56,-1003363200,0,3.856933039
6.09,112,7,82.61,2,298,47,970,17,780796800,0,4.414130739
4.02,209,3,69.73,2,724,44,1595797,188,220492800,0,4.244630641
11.51,692,3,64.62,1,277,2,67082,66,32140800,0,4.16852396
1.13,101,3,68.86,2,503,20,47249,285,375235200,0,4.232075458
12.22,408,3,67.2,2,313,19,55581,49,116640000,0,4.207673248
5.93,550,3,40.78,2,327,16,76,425,-431049600,0,3.708191765
8.01,236,9,63.96,1,528,15,2401,57,94780800,0,4.158257888
5.49,657,13,114.78,2,240,19,1261,53,110332800,0,4.743017253
9.06,220,2,60.82,2,236,17,1442,19,422236800,0,4.107918682
10.94,87,5,23.16,2,211,13,222785,251,397785600,0,3.142426653
6.33,514,10,4.5,2,411,6,207,310,-412732800,0,1.504077397
6.77,180,13,5.69,1,592,44,178,487,455932800,0,1.738710248
9.95,460,5,102.77,2,782,44,53,199,740448000,0,4.632493482
4.58,96,7,25.43,1,796,45,46,441,577670400,0,3.235929579
6.96,332,2,99.01,1,125,5,1139,470,-566870400,0,4.595220855
8.04,675,10,34.52,2,121,36,192805,54,-173836800,0,3.541538866
3.93,165,7,5.38,2,792,48,895,92,959644800,0,1.682688374
1.67,9,12,3.59,1,78,25,467,17,-587001600,0,1.278152203
5.72,269,5,94.86,2,39,46,741,213,556156800,0,4.55240212
6.6,568,1,143.69,1,176,39,1274,280,-624412800,0,4.967658201
11.59,436,7,75.01,2,272,51,1645,203,225676800,0,4.317621438
7.08,588,10,35.04,2,859,47,140,131,657072000,0,3.556490266
12.17,92,14,593.14,2,732,39,823,208,425952000,0,6.385430459
11.7,484,13,3.25,2,618,2,653,327,-80092800,0,1.178654996
2.34,333,3,47.93,1,863,10,459921,227,-269827200,0,3.869741613
10.27,65,5,61.7,2,354,12,4878,340,-65664000,0,4.122283931
5.21,497,8,31.35,1,592,44,178,487,455932800,0,3.445214267
12.56,460,5,40.5,2,836,23,134056,136,358992000,0,3.701301974
2.38,475,3,34.18,1,252,17,242,473,585100800,0,3.531640678
8.79,220,2,63.06,1,203,17,5760,75,307584000,0,4.144086654
6.13,668,8,27.35,2,594,35,9506,47,-496108800,0,3.308716529
6.3,493,13,395.51,1,834,3,7155,163,259459200,0,5.980176071
8.86,87,5,109.43,2,261,23,1126,205,-425779200,0,4.695285075
2.04,4,1,71.63,2,162,39,632,121,639532800,0,4.271513981
11.08,554,8,9,1,710,33,8874,273,997920000,0,2.197224577
9.9,677,10,5.04,1,499,6,61,379,-920246400,0,1.617406082
7.33,493,13,18.96,1,17,45,302,405,664070400,0,2.942331497
6.04,400,3,62.78,1,350,17,2691,30,776995200,0,4.139636551
10.1,496,8,18.76,2,848,30,1517,121,-541209600,0,2.931726944
5.06,616,12,1.05,1,51,23,3104,231,386208000,0,0.048790164
4.47,358,5,184.07,1,500,14,84106,250,66614400,0,5.21531612
2.2,42,1,162.17,1,350,17,2691,30,776995200,0,5.088645168
1.52,18,7,83.74,2,715,5,757530,278,325814400,0,4.427716761
11.59,577,13,1.61,1,458,18,736284,176,-528595200,0,0.476234179
6.48,108,3,52.97,2,612,35,1970,367,-617414400,0,3.969725716
6.02,642,10,77.5,2,373,5,4677,265,-431049600,0,4.350277936
2.34,639,1,13.09,1,310,3,37,266,-347155200,0,2.57184858
7.69,311,13,5.35,1,331,24,4508,309,-621388800,0,1.677096561
7.69,210,12,6.95,2,526,33,7268,466,618192000,0,1.93874166
5.68,42,1,52.13,2,345,33,899,309,-42336000,0,3.953740599
2.52,522,11,115.1,1,397,44,2807,83,-1197072000,0,4.745801316
12.66,567,6,16.11,2,464,25,519,475,-90979200,0,2.779440197
4.39,423,11,1.45,2,540,36,1831,46,-479865600,0,0.371563556
3.02,95,5,172.63,1,793,3,36438,438,513907200,0,5.151150576
1.22,511,12,4.79,1,805,17,163415,417,1135900800,0,1.566530411
3.52,190,12,5.97,1,459,33,1925,147,-523929600,0,1.786746927
7.87,7,7,267.69,2,27,23,680,127,-64108800,0,5.589829595
2.71,508,7,21.8,1,204,3,5161,148,765763200,0,3.08190997
4.42,414,10,8.15,1,390,2,1089,287,89424000,0,2.098017927
7.84,311,13,173.31,1,203,17,5760,75,307584000,0,5.155081898
8.46,125,8,82.49,1,477,44,498,270,690854400,0,4.412677074
1.62,71,12,5.88,1,804,5,337,316,-457401600,0,1.771556762
12.79,290,1,4.95,2,246,18,48194,438,673228800,0,1.599387577
11.38,570,2,127.15,1,603,43,22191,352,806803200,0,4.845367492
1.37,446,6,24.27,1,592,44,178,487,455932800,0,3.18924102
6.61,474,13,7.34,1,553,10,276002,342,-1089590400,0,1.993338843
10.33,643,2,188.4,2,645,39,687276,412,151372800,0,5.238567362
3.75,301,9,6.87,1,259,46,116155,69,458179200,0,1.927164106
9.91,363,7,37.07,2,75,2,493806,307,363744000,0,3.612808017
11.23,395,5,119.18,2,194,44,1263321,458,-823824000,0,4.780634955
11.43,3,2,57.43,2,266,5,832,240,579916800,0,4.050566815
4.47,65,5,164.94,1,586,39,139,329,-460944000,0,5.105581771
3.47,232,3,57.04,2,580,31,1966,436,-668476800,0,4.043752776
3.67,506,12,5.26,2,671,44,3202,272,921715200,0,1.660131027
4.91,57,13,4.68,1,46,28,6629,60,-201571200,0,1.54329811
7.81,464,3,53.08,1,584,49,2328,29,-851644800,0,3.971800209
10.74,638,6,7.15,1,6,35,151022,130,-933724800,0,1.967112357
6.43,629,6,136.77,1,696,51,27971,305,491702400,0,4.918300683
7.16,400,3,71.92,1,573,29,248,243,-20131200,0,4.27555439
8.98,215,7,113.24,2,794,3,111,63,992390400,0,4.72950946
6.67,127,8,66.93,2,100,35,1382480,467,689644800,0,4.203647297
9.72,273,3,95.92,2,560,49,5196,82,285811200,0,4.563514511
3.21,408,3,55.43,2,403,38,60,302,-844128000,0,4.015120963
3.83,229,8,46.3,2,518,32,3279,220,307929600,0,3.835141961
5.25,682,7,21.78,2,450,13,695,7,-456537600,0,3.080992118
1.55,190,12,316.14,2,881,50,5512,188,354240000,0,5.756185153
1.18,496,8,153.81,1,646,32,71485,269,174960000,0,5.035718074
10.91,352,9,6.51,2,703,23,31515,346,89683200,0,1.873339456
2.24,175,12,6.51,1,410,36,118,353,-351475200,0,1.873339456
5.63,272,5,63.96,2,621,35,9565,188,-1295740800,0,4.158257888
5.89,688,12,1.03,1,412,33,310,440,307497600,0,0.029558802
3.71,564,8,54.93,2,436,39,1140,10,551145600,0,4.006059647
1.18,593,10,2.16,1,681,25,241,253,183600000,0,0.770108222
4.12,252,7,44.97,1,284,35,165,309,-734745600,0,3.805995601
4.9,607,8,37.53,2,470,42,1126,486,366940800,0,3.625140613
6.37,20,13,3.11,2,423,10,237282,388,-229132800,0,1.134622726
6.76,496,8,172.82,1,727,5,92043,84,-242611200,0,5.15225059
6.59,268,13,893.82,1,291,23,6951,264,519436800,0,6.795504413
8.16,344,11,34.66,1,91,47,5895,412,205977600,0,3.545586284
12.53,48,3,62.37,2,556,15,1504,283,781315200,0,4.133084391
7.99,76,14,6,1,884,3,2786,307,-102988800,0,1.791759469
7.51,450,11,57.99,1,140,3,4726,337,266025600,0,4.060270582
6.28,138,10,28.02,2,143,29,291,459,704592000,0,3.332918541
10.03,60,9,1.35,2,245,32,124967,320,377740800,0,0.300104592
7.17,683,11,25.88,1,183,36,321,111,330566400,0,3.25347047
8.14,443,5,118.66,1,243,23,372,189,837043200,0,4.776262261
12.62,474,13,155.94,2,743,35,1858,88,478656000,0,5.049471318
7.99,274,3,68.12,2,826,11,74,332,-777427200,0,4.221270856
7.23,103,3,73.58,1,591,44,23,116,22204800,0,4.29837325
3.07,556,11,25.4,1,51,23,3104,231,386208000,0,3.234749174
12.85,147,5,146.38,1,460,38,1420,444,-99100800,0,4.98620598
